name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink 
Kepler-1003 b,3072,3.82 Earths,14.132,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5789/kepler-1003-b/
Kepler-1004 b,3760,32.5 Earths,13.705,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5790/kepler-1004-b/
Kepler-1005 b,1852,2.86 Earths,13.371,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5791/kepler-1005-b/
Kepler-1006 b,3529,2.99 Earths,14.467,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5792/kepler-1006-b/
Kepler-1007 b,1191,2.67 Earths,14.981,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5793/kepler-1007-b/
Kepler-1027 b,1321,0.64 Earths,12.994,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3024/kepler-1027-b/
Kepler-1028 b,1983,2.33 Earths,14.611,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5894/kepler-1028-b/
Kepler-1029 b,1196,2.13 Earths,14.434,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5895/kepler-1029-b/
Kepler-102 b,352,4.3 Earths,12.072,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1319/kepler-102-b/
Kepler-102 c,352,3 Earths,12.072,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1320/kepler-102-c/
Kepler-102 d,352,3.8 Earths,12.072,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5840/kepler-102-d/
Kepler-102 e,352,8.93 Earths,12.072,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1321/kepler-102-e/
Kepler-102 f,352,5.2 Earths,12.072,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1322/kepler-102-f/
Kepler-1030 b,2475,6.71 Earths,16.003,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5896/kepler-1030-b/
Kepler-1031 b,2228,0.59 Earths,13.877,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5897/kepler-1031-b/
Kepler-1032 b,2195,4.16 Earths,16.007,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3029/kepler-1032-b/
Kepler-1033 b,4748,6.85 Earths,16.186,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5898/kepler-1033-b/
Kepler-1034 b,2135,5.73 Earths,15.269,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5899/kepler-1034-b/
Kepler-1035 b,1834,1.71 Earths,13.097,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5983/kepler-1035-b/
Kepler-1036 b,1597,9.32 Earths,13.87,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3033/kepler-1036-b/
Kepler-1037 b,1458,2.18 Earths,14.475,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5984/kepler-1037-b/
Kepler-1038 b,1905,12.2 Earths,15.03,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5985/kepler-1038-b/
Kepler-1038 c,1905,2.59 Earths,15.03,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8129/kepler-1038-c/
Kepler-1039 b,1001,2.73 Earths,14.438,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5986/kepler-1039-b/
Kepler-103 b,1614,9.7 Earths,11.883,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5841/kepler-103-b/
Kepler-103 c,1614,36.1 Earths,11.883,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1323/kepler-103-c/
Kepler-1040 b,1573,4.98 Earths,13.614,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3069/kepler-1040-b/
Kepler-1041 b,4847,8.96 Earths,14.576,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5987/kepler-1041-b/
Kepler-1042 b,2150,5.43 Earths,16.004,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5988/kepler-1042-b/
Kepler-1043 b,2947,7.04 Earths,14.949,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5989/kepler-1043-b/
Kepler-1044 b,4172,7.61 Earths,15.478,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5990/kepler-1044-b/
Kepler-1045 b,3074,7.7 Earths,15.879,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3074/kepler-1045-b/
Kepler-1046 b,2354,3.57 Earths,13.347,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5991/kepler-1046-b/
Kepler-1047 b,2667,5.02 Earths,13.46,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5992/kepler-1047-b/
Kepler-1047 c,2667,0.937 Earths,13.46,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5993/kepler-1047-c/
Kepler-1048 b,1814,3.22 Earths,15.138,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5994/kepler-1048-b/
Kepler-1049 b,528,0.809 Earths,14.695,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3079/kepler-1049-b/
Kepler-104 b,1307,19.6 Earths,12.697,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1324/kepler-104-b/
Kepler-104 c,1307,9.96 Earths,12.697,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5842/kepler-104-c/
Kepler-104 d,1307,12.5 Earths,12.697,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1325/kepler-104-d/
Kepler-1050 b,1600,3.19 Earths,13.198,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5995/kepler-1050-b/
Kepler-1050 c,1600,2.79 Earths,13.198,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5996/kepler-1050-c/
Kepler-1051 b,2705,11.5 Earths,13.212,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5997/kepler-1051-b/
Kepler-1052 b,3078,8.91 Earths,14.932,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3083/kepler-1052-b/
Kepler-1053 b,493,0.904 Earths,13.576,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5998/kepler-1053-b/
Kepler-1054 b,3557,7.41 Earths,14.143,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5999/kepler-1054-b/
Kepler-1055 b,1270,2.04 Earths,13.194,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6000/kepler-1055-b/
Kepler-1056 b,3205,9.32 Earths,14.772,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6001/kepler-1056-b/
Kepler-1057 b,3920,11.2 Earths,15.825,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3088/kepler-1057-b/
Kepler-1058 b,1605,7.85 Earths,15.869,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6002/kepler-1058-b/
Kepler-1059 b,2326,3.64 Earths,15.785,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6003/kepler-1059-b/
Kepler-105 b,1498,5.1 Earths,12.981,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1326/kepler-105-b/
Kepler-105 c,1498,4.6 Earths,12.981,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1406/kepler-105-c/
Kepler-1060 b,3088,6.26 Earths,14.827,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6004/kepler-1060-b/
Kepler-1061 b,1772,4.58 Earths,13.319,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6005/kepler-1061-b/
Kepler-1094 b,4211,10.2 Earths,15.318,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4528/kepler-1094-b/
Kepler-1095 b,2585,1.92 Earths,14.597,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3151/kepler-1095-b/
Kepler-1096 b,1233,2.07 Earths,15.438,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4529/kepler-1096-b/
Kepler-1097 b,2348,10.7 Earths,15.652,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4530/kepler-1097-b/
Kepler-1098 b,3422,2.24 Earths,14.886,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4531/kepler-1098-b/
Kepler-1099 b,3336,8.4 Earths,15.137,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3155/kepler-1099-b/
Kepler-109 b,1549,7.3 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5846/kepler-109-b/
Kepler-109 c,1549,21.8 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1414/kepler-109-c/
Kepler-10 b,605,4.60853 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/5837/kepler-10-b/
Kepler-10 c,605,7.37 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1805/kepler-10-c/
Kepler-1100 b,2263,3.71 Earths,13.952,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4532/kepler-1100-b/
Kepler-1101 b,2422,6.66 Earths,15.156,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4533/kepler-1101-b/
Kepler-1102 b,4065,7.56 Earths,14.928,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4534/kepler-1102-b/
Kepler-1103 b,4345,5.77 Earths,14.294,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4535/kepler-1103-b/
Kepler-1104 b,1731,2.04 Earths,12.125,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4536/kepler-1104-b/
Kepler-1105 b,1037,4.7 Earths,15.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4537/kepler-1105-b/
Kepler-1106 b,3558,3.36 Earths,14.863,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4538/kepler-1106-b/
Kepler-1107 b,1399,2.36 Earths,14.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4539/kepler-1107-b/
Kepler-1108 b,2504,2.73 Earths,15.132,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4540/kepler-1108-b/
Kepler-1109 b,2235,5.43 Earths,14.405,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4541/kepler-1109-b/
Kepler-110 b,1913,4.01 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1415/kepler-110-b/
Kepler-110 c,1913,5.52 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5848/kepler-110-c/
Kepler-1110 b,2371,7.56 Earths,16.274,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4542/kepler-1110-b/
Kepler-1111 b,2745,4.66 Earths,14.88,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4854/kepler-1111-b/
Kepler-1112 b,5452,9.38 Earths,14.74,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4855/kepler-1112-b/
Kepler-1094 b,4211,10.2 Earths,15.318,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4528/kepler-1094-b/
Kepler-1095 b,2585,1.92 Earths,14.597,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3151/kepler-1095-b/
Kepler-1096 b,1233,2.07 Earths,15.438,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4529/kepler-1096-b/
Kepler-1097 b,2348,10.7 Earths,15.652,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4530/kepler-1097-b/
Kepler-1098 b,3422,2.24 Earths,14.886,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4531/kepler-1098-b/
Kepler-1099 b,3336,8.4 Earths,15.137,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3155/kepler-1099-b/
Kepler-109 b,1549,7.3 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5846/kepler-109-b/
Kepler-109 c,1549,21.8 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1414/kepler-109-c/
Kepler-10 b,605,4.60853 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/5837/kepler-10-b/
Kepler-10 c,605,7.37 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1805/kepler-10-c/
Kepler-1100 b,2263,3.71 Earths,13.952,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4532/kepler-1100-b/
Kepler-1101 b,2422,6.66 Earths,15.156,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4533/kepler-1101-b/
Kepler-1102 b,4065,7.56 Earths,14.928,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4534/kepler-1102-b/
Kepler-1103 b,4345,5.77 Earths,14.294,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4535/kepler-1103-b/
Kepler-1104 b,1731,2.04 Earths,12.125,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4536/kepler-1104-b/
Kepler-1105 b,1037,4.7 Earths,15.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4537/kepler-1105-b/
Kepler-1106 b,3558,3.36 Earths,14.863,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4538/kepler-1106-b/
Kepler-1107 b,1399,2.36 Earths,14.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4539/kepler-1107-b/
Kepler-1108 b,2504,2.73 Earths,15.132,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4540/kepler-1108-b/
Kepler-1109 b,2235,5.43 Earths,14.405,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4541/kepler-1109-b/
Kepler-110 b,1913,4.01 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1415/kepler-110-b/
Kepler-110 c,1913,5.52 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5848/kepler-110-c/
Kepler-1110 b,2371,7.56 Earths,16.274,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4542/kepler-1110-b/
Kepler-1111 b,2745,4.66 Earths,14.88,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4854/kepler-1111-b/
Kepler-1112 b,5452,9.38 Earths,14.74,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4855/kepler-1112-b/
Kepler-1094 b,4211,10.2 Earths,15.318,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4528/kepler-1094-b/
Kepler-1095 b,2585,1.92 Earths,14.597,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3151/kepler-1095-b/
Kepler-1096 b,1233,2.07 Earths,15.438,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4529/kepler-1096-b/
Kepler-1097 b,2348,10.7 Earths,15.652,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4530/kepler-1097-b/
Kepler-1098 b,3422,2.24 Earths,14.886,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4531/kepler-1098-b/
Kepler-1099 b,3336,8.4 Earths,15.137,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3155/kepler-1099-b/
Kepler-109 b,1549,7.3 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5846/kepler-109-b/
Kepler-109 c,1549,21.8 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1414/kepler-109-c/
Kepler-10 b,605,4.60853 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/5837/kepler-10-b/
Kepler-10 c,605,7.37 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1805/kepler-10-c/
Kepler-1100 b,2263,3.71 Earths,13.952,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4532/kepler-1100-b/
Kepler-1101 b,2422,6.66 Earths,15.156,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4533/kepler-1101-b/
Kepler-1102 b,4065,7.56 Earths,14.928,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4534/kepler-1102-b/
Kepler-1103 b,4345,5.77 Earths,14.294,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4535/kepler-1103-b/
Kepler-1104 b,1731,2.04 Earths,12.125,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4536/kepler-1104-b/
Kepler-1105 b,1037,4.7 Earths,15.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4537/kepler-1105-b/
Kepler-1106 b,3558,3.36 Earths,14.863,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4538/kepler-1106-b/
Kepler-1107 b,1399,2.36 Earths,14.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4539/kepler-1107-b/
Kepler-1108 b,2504,2.73 Earths,15.132,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4540/kepler-1108-b/
Kepler-1109 b,2235,5.43 Earths,14.405,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4541/kepler-1109-b/
Kepler-110 b,1913,4.01 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1415/kepler-110-b/
Kepler-110 c,1913,5.52 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5848/kepler-110-c/
Kepler-1110 b,2371,7.56 Earths,16.274,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4542/kepler-1110-b/
Kepler-1111 b,2745,4.66 Earths,14.88,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4854/kepler-1111-b/
Kepler-1112 b,5452,9.38 Earths,14.74,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4855/kepler-1112-b/
Kepler-1094 b,4211,10.2 Earths,15.318,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4528/kepler-1094-b/
Kepler-1095 b,2585,1.92 Earths,14.597,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3151/kepler-1095-b/
Kepler-1096 b,1233,2.07 Earths,15.438,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4529/kepler-1096-b/
Kepler-1097 b,2348,10.7 Earths,15.652,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4530/kepler-1097-b/
Kepler-1098 b,3422,2.24 Earths,14.886,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4531/kepler-1098-b/
Kepler-1099 b,3336,8.4 Earths,15.137,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3155/kepler-1099-b/
Kepler-109 b,1549,7.3 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5846/kepler-109-b/
Kepler-109 c,1549,21.8 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1414/kepler-109-c/
Kepler-10 b,605,4.60853 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/5837/kepler-10-b/
Kepler-10 c,605,7.37 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1805/kepler-10-c/
Kepler-1100 b,2263,3.71 Earths,13.952,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4532/kepler-1100-b/
Kepler-1101 b,2422,6.66 Earths,15.156,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4533/kepler-1101-b/
Kepler-1102 b,4065,7.56 Earths,14.928,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4534/kepler-1102-b/
Kepler-1103 b,4345,5.77 Earths,14.294,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4535/kepler-1103-b/
Kepler-1104 b,1731,2.04 Earths,12.125,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4536/kepler-1104-b/
Kepler-1105 b,1037,4.7 Earths,15.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4537/kepler-1105-b/
Kepler-1106 b,3558,3.36 Earths,14.863,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4538/kepler-1106-b/
Kepler-1107 b,1399,2.36 Earths,14.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4539/kepler-1107-b/
Kepler-1108 b,2504,2.73 Earths,15.132,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4540/kepler-1108-b/
Kepler-1109 b,2235,5.43 Earths,14.405,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4541/kepler-1109-b/
Kepler-110 b,1913,4.01 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1415/kepler-110-b/
Kepler-110 c,1913,5.52 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5848/kepler-110-c/
Kepler-1110 b,2371,7.56 Earths,16.274,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4542/kepler-1110-b/
Kepler-1111 b,2745,4.66 Earths,14.88,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4854/kepler-1111-b/
Kepler-1112 b,5452,9.38 Earths,14.74,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4855/kepler-1112-b/
Kepler-1094 b,4211,10.2 Earths,15.318,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4528/kepler-1094-b/
Kepler-1095 b,2585,1.92 Earths,14.597,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3151/kepler-1095-b/
Kepler-1096 b,1233,2.07 Earths,15.438,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4529/kepler-1096-b/
Kepler-1097 b,2348,10.7 Earths,15.652,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4530/kepler-1097-b/
Kepler-1098 b,3422,2.24 Earths,14.886,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4531/kepler-1098-b/
Kepler-1099 b,3336,8.4 Earths,15.137,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3155/kepler-1099-b/
Kepler-109 b,1549,7.3 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5846/kepler-109-b/
Kepler-109 c,1549,21.8 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1414/kepler-109-c/
Kepler-10 b,605,4.60853 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/5837/kepler-10-b/
Kepler-10 c,605,7.37 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1805/kepler-10-c/
Kepler-1100 b,2263,3.71 Earths,13.952,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4532/kepler-1100-b/
Kepler-1101 b,2422,6.66 Earths,15.156,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4533/kepler-1101-b/
Kepler-1102 b,4065,7.56 Earths,14.928,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4534/kepler-1102-b/
Kepler-1103 b,4345,5.77 Earths,14.294,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4535/kepler-1103-b/
Kepler-1104 b,1731,2.04 Earths,12.125,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4536/kepler-1104-b/
Kepler-1105 b,1037,4.7 Earths,15.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4537/kepler-1105-b/
Kepler-1106 b,3558,3.36 Earths,14.863,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4538/kepler-1106-b/
Kepler-1107 b,1399,2.36 Earths,14.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4539/kepler-1107-b/
Kepler-1108 b,2504,2.73 Earths,15.132,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4540/kepler-1108-b/
Kepler-1109 b,2235,5.43 Earths,14.405,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4541/kepler-1109-b/
Kepler-110 b,1913,4.01 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1415/kepler-110-b/
Kepler-110 c,1913,5.52 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5848/kepler-110-c/
Kepler-1110 b,2371,7.56 Earths,16.274,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4542/kepler-1110-b/
Kepler-1111 b,2745,4.66 Earths,14.88,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4854/kepler-1111-b/
Kepler-1112 b,5452,9.38 Earths,14.74,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4855/kepler-1112-b/
Kepler-1094 b,4211,10.2 Earths,15.318,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4528/kepler-1094-b/
Kepler-1095 b,2585,1.92 Earths,14.597,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3151/kepler-1095-b/
Kepler-1096 b,1233,2.07 Earths,15.438,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4529/kepler-1096-b/
Kepler-1097 b,2348,10.7 Earths,15.652,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4530/kepler-1097-b/
Kepler-1098 b,3422,2.24 Earths,14.886,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4531/kepler-1098-b/
Kepler-1099 b,3336,8.4 Earths,15.137,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3155/kepler-1099-b/
Kepler-109 b,1549,7.3 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5846/kepler-109-b/
Kepler-109 c,1549,21.8 Earths,12.398,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1414/kepler-109-c/
Kepler-10 b,605,4.60853 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/5837/kepler-10-b/
Kepler-10 c,605,7.37 Earths,11.043,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1805/kepler-10-c/
Kepler-1100 b,2263,3.71 Earths,13.952,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4532/kepler-1100-b/
Kepler-1101 b,2422,6.66 Earths,15.156,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4533/kepler-1101-b/
Kepler-1102 b,4065,7.56 Earths,14.928,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4534/kepler-1102-b/
Kepler-1103 b,4345,5.77 Earths,14.294,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4535/kepler-1103-b/
Kepler-1104 b,1731,2.04 Earths,12.125,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4536/kepler-1104-b/
Kepler-1105 b,1037,4.7 Earths,15.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4537/kepler-1105-b/
Kepler-1106 b,3558,3.36 Earths,14.863,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4538/kepler-1106-b/
Kepler-1107 b,1399,2.36 Earths,14.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4539/kepler-1107-b/
Kepler-1108 b,2504,2.73 Earths,15.132,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4540/kepler-1108-b/
Kepler-1109 b,2235,5.43 Earths,14.405,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4541/kepler-1109-b/
Kepler-110 b,1913,4.01 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1415/kepler-110-b/
Kepler-110 c,1913,5.52 Earths,13.003,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5848/kepler-110-c/
Kepler-1110 b,2371,7.56 Earths,16.274,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4542/kepler-1110-b/
Kepler-1111 b,2745,4.66 Earths,14.88,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4854/kepler-1111-b/
